Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
KEN,1/1/1991,12/31/1991,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1991,1991,ha,25,E,
KEN,1/1/1992,12/31/1992,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1992,1992,ha,26,E,
KEN,1/1/1993,12/31/1993,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1993,1993,ha,26,E,
KEN,1/1/1994,12/31/1994,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1994,1994,ha,27,E,
KEN,1/1/1995,12/31/1995,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1995,1995,ha,28,E,
KEN,1/1/1996,12/31/1996,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1996,1996,ha,28,E,
KEN,1/1/1997,12/31/1997,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1997,1997,ha,29,E,
KEN,1/1/1998,12/31/1998,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1998,1998,ha,28,E,
KEN,1/1/1999,12/31/1999,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,1999,1999,ha,29,E,
KEN,1/1/2000,12/31/2000,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2000,2000,ha,26,E,
KEN,1/1/2001,12/31/2001,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2001,2001,ha,29,E,
KEN,1/1/2002,12/31/2002,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2002,2002,ha,30,E,
KEN,1/1/2003,12/31/2003,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2003,2003,ha,31,E,
KEN,1/1/2004,12/31/2004,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2004,2004,ha,32,E,
KEN,1/1/2005,12/31/2005,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2005,2005,ha,33,E,
KEN,1/1/2006,12/31/2006,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2006,2006,ha,34,E,
KEN,1/1/2007,12/31/2007,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2007,2007,ha,35,E,
KEN,1/1/2008,12/31/2008,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2008,2008,ha,36,E,
KEN,1/1/2009,12/31/2009,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2009,2009,ha,36,E,
KEN,1/1/2010,12/31/2010,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2010,2010,ha,37,E,
KEN,1/1/2011,12/31/2011,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2011,2011,ha,38,E,
KEN,1/1/2012,12/31/2012,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2012,2012,ha,39,E,
KEN,1/1/2013,12/31/2013,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2013,2013,ha,44,E,
KEN,1/1/2014,12/31/2014,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2014,2014,ha,42,E,
KEN,1/1/2015,12/31/2015,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2015,2015,ha,40,E,
KEN,1/1/2016,12/31/2016,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2016,2016,ha,42,E,
KEN,1/1/2017,12/31/2017,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2017,2017,ha,42,E,
KEN,1/1/2018,12/31/2018,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2018,2018,ha,42,E,
KEN,1/1/2019,12/31/2019,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2019,2019,ha,43,E,
KEN,1/1/2020,12/31/2020,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2020,2020,ha,44,E,
KEN,1/1/2021,12/31/2021,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2021,2021,ha,44,E,
KEN,1/1/2022,12/31/2022,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2022,2022,ha,45,E,
KEN,1/1/2023,12/31/2023,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2023,2023,ha,45,E,
KEN,1/1/2024,12/31/2024,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5312,Area harvested,2024,2024,ha,45,I,
KEN,1/1/1991,12/31/1991,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1991,1991,kg/ha,1139.6,E,
KEN,1/1/1992,12/31/1992,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1992,1992,kg/ha,1125,E,
KEN,1/1/1993,12/31/1993,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1993,1993,kg/ha,1154.3,E,
KEN,1/1/1994,12/31/1994,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1994,1994,kg/ha,1139.7,E,
KEN,1/1/1995,12/31/1995,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1995,1995,kg/ha,1126.1,E,
KEN,1/1/1996,12/31/1996,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1996,1996,kg/ha,1153.3,E,
KEN,1/1/1997,12/31/1997,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1997,1997,kg/ha,1139.7,E,
KEN,1/1/1998,12/31/1998,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1998,1998,kg/ha,1149.2,E,
KEN,1/1/1999,12/31/1999,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,1999,1999,kg/ha,1129.5,E,
KEN,1/1/2000,12/31/2000,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2000,2000,kg/ha,1153.8,E,
KEN,1/1/2001,12/31/2001,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2001,2001,kg/ha,1156.6,E,
KEN,1/1/2002,12/31/2002,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2002,2002,kg/ha,1150.9,E,
KEN,1/1/2003,12/31/2003,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2003,2003,kg/ha,1145.7,E,
KEN,1/1/2004,12/31/2004,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2004,2004,kg/ha,1141.2,E,
KEN,1/1/2005,12/31/2005,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2005,2005,kg/ha,1137.2,E,
KEN,1/1/2006,12/31/2006,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2006,2006,kg/ha,1133.9,E,
KEN,1/1/2007,12/31/2007,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2007,2007,kg/ha,1131.1,E,
KEN,1/1/2008,12/31/2008,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2008,2008,kg/ha,1129,E,
KEN,1/1/2009,12/31/2009,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2009,2009,kg/ha,1158.9,E,
KEN,1/1/2010,12/31/2010,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2010,2010,kg/ha,1157.2,E,
KEN,1/1/2011,12/31/2011,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2011,2011,kg/ha,1156.2,E,
KEN,1/1/2012,12/31/2012,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2012,2012,kg/ha,1153.8,E,
KEN,1/1/2013,12/31/2013,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2013,2013,kg/ha,1136.4,E,
KEN,1/1/2014,12/31/2014,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2014,2014,kg/ha,1209.2,E,
KEN,1/1/2015,12/31/2015,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2015,2015,kg/ha,1208.1,E,
KEN,1/1/2016,12/31/2016,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2016,2016,kg/ha,1132.9,E,
KEN,1/1/2017,12/31/2017,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2017,2017,kg/ha,1135.1,E,
KEN,1/1/2018,12/31/2018,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2018,2018,kg/ha,1149.4,E,
KEN,1/1/2019,12/31/2019,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2019,2019,kg/ha,1143.9,E,
KEN,1/1/2020,12/31/2020,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2020,2020,kg/ha,1149,E,
KEN,1/1/2021,12/31/2021,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2021,2021,kg/ha,1150.3,E,
KEN,1/1/2022,12/31/2022,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2022,2022,kg/ha,1148.5,E,
KEN,1/1/2023,12/31/2023,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2023,2023,kg/ha,1148.5,E,
KEN,1/1/2024,12/31/2024,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5412,Yield,2024,2024,kg/ha,1148.5,E,
KEN,1/1/1961,12/31/1961,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1961,1961,t,0,A,
KEN,1/1/1962,12/31/1962,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1962,1962,t,0,A,
KEN,1/1/1963,12/31/1963,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1963,1963,t,0,A,
KEN,1/1/1964,12/31/1964,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1964,1964,t,0,A,
KEN,1/1/1965,12/31/1965,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1965,1965,t,0,A,
KEN,1/1/1966,12/31/1966,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1966,1966,t,0,A,
KEN,1/1/1967,12/31/1967,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1967,1967,t,0,A,
KEN,1/1/1968,12/31/1968,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1968,1968,t,0,A,
KEN,1/1/1969,12/31/1969,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1969,1969,t,0,A,
KEN,1/1/1970,12/31/1970,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1970,1970,t,0,A,
KEN,1/1/1971,12/31/1971,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1971,1971,t,0,A,
KEN,1/1/1972,12/31/1972,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1972,1972,t,0,A,
KEN,1/1/1973,12/31/1973,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1973,1973,t,0,A,
KEN,1/1/1974,12/31/1974,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1974,1974,t,0,A,
KEN,1/1/1975,12/31/1975,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1975,1975,t,0,A,
KEN,1/1/1976,12/31/1976,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1976,1976,t,10,E,
KEN,1/1/1977,12/31/1977,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1977,1977,t,10,E,
KEN,1/1/1978,12/31/1978,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1978,1978,t,10,E,
KEN,1/1/1979,12/31/1979,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1979,1979,t,10,E,
KEN,1/1/1980,12/31/1980,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1980,1980,t,10,E,
KEN,1/1/1981,12/31/1981,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1981,1981,t,10,E,
KEN,1/1/1982,12/31/1982,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1982,1982,t,10,E,
KEN,1/1/1983,12/31/1983,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1983,1983,t,20,E,
KEN,1/1/1984,12/31/1984,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1984,1984,t,35,E,
KEN,1/1/1985,12/31/1985,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1985,1985,t,40,E,
KEN,1/1/1986,12/31/1986,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1986,1986,t,70,E,
KEN,1/1/1987,12/31/1987,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1987,1987,t,40,E,
KEN,1/1/1988,12/31/1988,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1988,1988,t,40,E,
KEN,1/1/1989,12/31/1989,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1989,1989,t,40,E,
KEN,1/1/1990,12/31/1990,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1990,1990,t,38,E,
KEN,1/1/1991,12/31/1991,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1991,1991,t,28.49,I,
KEN,1/1/1992,12/31/1992,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1992,1992,t,29.25,I,
KEN,1/1/1993,12/31/1993,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1993,1993,t,30.01,I,
KEN,1/1/1994,12/31/1994,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1994,1994,t,30.77,I,
KEN,1/1/1995,12/31/1995,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1995,1995,t,31.53,I,
KEN,1/1/1996,12/31/1996,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1996,1996,t,32.29,I,
KEN,1/1/1997,12/31/1997,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1997,1997,t,33.05,I,
KEN,1/1/1998,12/31/1998,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1998,1998,t,32.18,I,
KEN,1/1/1999,12/31/1999,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,1999,1999,t,32.75,I,
KEN,1/1/2000,12/31/2000,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2000,2000,t,30,E,
KEN,1/1/2001,12/31/2001,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2001,2001,t,33.54,I,
KEN,1/1/2002,12/31/2002,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2002,2002,t,34.53,I,
KEN,1/1/2003,12/31/2003,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2003,2003,t,35.52,I,
KEN,1/1/2004,12/31/2004,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2004,2004,t,36.52,I,
KEN,1/1/2005,12/31/2005,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2005,2005,t,37.53,I,
KEN,1/1/2006,12/31/2006,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2006,2006,t,38.55,I,
KEN,1/1/2007,12/31/2007,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2007,2007,t,39.59,I,
KEN,1/1/2008,12/31/2008,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2008,2008,t,40.64,I,
KEN,1/1/2009,12/31/2009,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2009,2009,t,41.72,I,
KEN,1/1/2010,12/31/2010,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2010,2010,t,42.82,I,
KEN,1/1/2011,12/31/2011,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2011,2011,t,43.94,I,
KEN,1/1/2012,12/31/2012,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2012,2012,t,45,E,
KEN,1/1/2013,12/31/2013,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2013,2013,t,50,E,
KEN,1/1/2014,12/31/2014,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2014,2014,t,50.79,I,
KEN,1/1/2015,12/31/2015,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2015,2015,t,48.32,I,
KEN,1/1/2016,12/31/2016,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2016,2016,t,47.58,I,
KEN,1/1/2017,12/31/2017,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2017,2017,t,47.67,I,
KEN,1/1/2018,12/31/2018,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2018,2018,t,48.28,I,
KEN,1/1/2019,12/31/2019,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2019,2019,t,49.19,I,
KEN,1/1/2020,12/31/2020,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2020,2020,t,50.56,I,
KEN,1/1/2021,12/31/2021,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2021,2021,t,50.61,I,
KEN,1/1/2022,12/31/2022,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2022,2022,t,51.68,I,
KEN,1/1/2023,12/31/2023,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2023,2023,t,51.68,I,
KEN,1/1/2024,12/31/2024,114,'404,Kenya,809,'01929.07,"Abaca, manila hemp, raw",5510,Production,2024,2024,t,52.03,I,
KEN,1/1/1961,12/31/1961,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1961,1961,ha,,M,
KEN,1/1/1962,12/31/1962,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1962,1962,ha,,M,
KEN,1/1/1963,12/31/1963,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1963,1963,ha,,M,
KEN,1/1/1964,12/31/1964,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1964,1964,ha,,M,
KEN,1/1/1965,12/31/1965,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1965,1965,ha,,M,
KEN,1/1/1966,12/31/1966,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1966,1966,ha,,M,
KEN,1/1/1967,12/31/1967,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1967,1967,ha,,M,
KEN,1/1/1968,12/31/1968,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1968,1968,ha,1500,E,
KEN,1/1/1969,12/31/1969,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1969,1969,ha,500,E,
KEN,1/1/1970,12/31/1970,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1970,1970,ha,700,E,
KEN,1/1/1971,12/31/1971,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1971,1971,ha,200,E,
KEN,1/1/1972,12/31/1972,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1972,1972,ha,400,E,
KEN,1/1/1973,12/31/1973,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1973,1973,ha,900,E,
KEN,1/1/1974,12/31/1974,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1974,1974,ha,800,E,
KEN,1/1/1975,12/31/1975,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1975,1975,ha,500,E,
KEN,1/1/1976,12/31/1976,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1976,1976,ha,200,E,
KEN,1/1/1977,12/31/1977,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1977,1977,ha,500,E,
KEN,1/1/1978,12/31/1978,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1978,1978,ha,200,E,
KEN,1/1/1979,12/31/1979,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1979,1979,ha,300,E,
KEN,1/1/1980,12/31/1980,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1980,1980,ha,200,E,
KEN,1/1/1981,12/31/1981,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1981,1981,ha,200,E,
KEN,1/1/1982,12/31/1982,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1982,1982,ha,200,E,
KEN,1/1/1983,12/31/1983,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1983,1983,ha,200,E,
KEN,1/1/1984,12/31/1984,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1984,1984,ha,100,E,
KEN,1/1/1985,12/31/1985,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1985,1985,ha,100,E,
KEN,1/1/1986,12/31/1986,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1986,1986,ha,200,E,
KEN,1/1/1987,12/31/1987,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1987,1987,ha,350,E,
KEN,1/1/1988,12/31/1988,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1988,1988,ha,200,E,
KEN,1/1/1989,12/31/1989,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1989,1989,ha,200,E,
KEN,1/1/1990,12/31/1990,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1990,1990,ha,203,E,
KEN,1/1/1991,12/31/1991,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1991,1991,ha,250,E,
KEN,1/1/1992,12/31/1992,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1992,1992,ha,263,I,
KEN,1/1/1993,12/31/1993,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1993,1993,ha,295,I,
KEN,1/1/1994,12/31/1994,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1994,1994,ha,322,I,
KEN,1/1/1995,12/31/1995,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1995,1995,ha,343,I,
KEN,1/1/1996,12/31/1996,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1996,1996,ha,363,I,
KEN,1/1/1997,12/31/1997,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1997,1997,ha,379,I,
KEN,1/1/1998,12/31/1998,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1998,1998,ha,394,I,
KEN,1/1/1999,12/31/1999,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,1999,1999,ha,408,I,
KEN,1/1/2000,12/31/2000,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,2000,2000,ha,422,I,
KEN,1/1/2001,12/31/2001,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,2001,2001,ha,436,I,
KEN,1/1/2002,12/31/2002,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,2002,2002,ha,450,I,
KEN,1/1/2003,12/31/2003,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,2003,2003,ha,465,I,
KEN,1/1/2004,12/31/2004,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,2004,2004,ha,479,I,
KEN,1/1/2005,12/31/2005,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,2005,2005,ha,493,I,
KEN,1/1/2006,12/31/2006,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,Area harvested,2006,2006,ha,508,I,
